Age,Class of Worker,Educational Attainment,Marital Status,Occupation,Place of Birth,Hours Worked per Week,Sex,Race,Target
40,0,23,0,3050,22,20,1,0,1
25,2,20,4,2320,22,40,1,0,1
22,0,15,4,7840,22,40,1,0,0
20,0,15,4,7800,22,40,0,0,0
35,0,20,4,4040,28,35,1,0,0
71,0,20,0,1108,36,50,0,0,1
37,0,19,0,4700,22,40,1,1,1
35,0,19,0,7430,22,84,0,1,1
34,1,21,4,2040,22,99,0,0,0
28,6,20,4,410,22,68,0,0,0
58,0,15,0,6305,22,40,0,0,1
55,0,16,0,5110,22,40,1,0,0
44,0,15,4,440,28,40,1,1,1
34,6,18,4,5240,22,40,1,1,0
40,0,6,0,6515,313,30,0,8,0
18,0,8,4,6515,313,30,0,8,0
45,0,6,0,6515,313,30,0,8,0
29,0,5,0,6515,310,30,0,8,0
18,0,6,4,6515,313,30,0,8,0
68,0,15,2,8030,22,50,0,0,1
53,6,13,0,8140,22,40,0,0,0
50,0,11,0,4720,22,30,1,0,0
29,1,15,0,2545,22,16,1,0,0
30,0,16,0,4020,22,40,0,0,0
61,0,15,4,9620,22,40,0,1,1
21,0,19,4,3255,22,40,1,1,0
29,0,20,4,3255,22,40,1,0,1
58,6,15,0,410,28,40,1,0,1
58,0,15,0,6200,12,40,0,0,1
59,3,23,0,2205,210,60,0,5,1
56,3,21,0,440,210,40,1,5,1
30,2,20,4,2710,22,40,0,0,0
65,5,18,2,6230,22,12,0,0,0
34,5,15,4,6355,22,20,0,0,0
67,0,15,2,4700,22,45,1,1,1
36,0,10,0,6520,22,40,0,1,0
30,0,15,0,3601,22,30,1,1,0
47,2,20,0,2310,22,40,1,0,0
47,2,20,0,2320,301,52,0,0,0
28,0,20,0,2300,22,40,1,0,0
28,0,18,0,1105,12,40,0,0,1
43,0,15,2,440,22,52,0,0,1
80,0,18,0,5610,22,40,0,1,0
18,0,13,4,4720,22,12,1,1,0
55,0,15,2,4700,22,40,1,0,0
58,0,20,0,4760,48,45,0,1,0
57,1,18,0,4600,1,7,1,1,0
22,0,18,4,9620,22,48,0,1,0
20,0,15,0,9620,22,25,0,1,0
26,0,20,4,9620,28,48,1,1,0
75,6,20,1,3930,22,28,0,1,1
46,0,19,0,4760,12,16,1,0,0
65,4,18,0,630,22,40,1,1,1
40,0,17,4,7010,22,40,0,1,0
38,4,20,4,2310,22,40,1,1,0
33,4,15,4,5000,53,40,1,5,1
38,0,16,2,6260,22,40,0,0,0
42,0,15,4,9645,22,40,0,1,0
49,2,15,2,2545,22,40,1,1,0
24,3,20,4,3602,22,6,1,1,0
25,0,21,4,440,22,40,0,1,1
68,3,15,0,8140,22,40,0,0,1
66,0,17,0,8030,22,20,0,0,1
61,1,15,0,4700,110,45,1,0,0
40,5,19,2,4820,22,25,1,0,1
69,0,15,2,4850,22,15,1,0,0
67,0,20,2,6200,34,40,0,0,1
78,0,18,1,4720,22,43,1,1,0
66,0,19,4,5740,18,40,1,0,0
74,0,15,2,4720,22,40,1,0,0
77,0,20,1,2015,28,6,1,0,0
65,0,16,0,4622,48,37,1,0,0
40,0,18,3,1555,22,40,0,1,1
39,5,17,0,4920,22,25,1,0,0
43,0,17,0,9130,22,50,0,0,1
18,0,13,4,4130,22,18,0,0,0
75,0,16,0,5740,22,40,1,0,0
40,0,19,3,4700,22,40,0,1,0
44,0,20,0,3255,303,40,1,8,1
55,5,18,0,7315,303,30,0,8,0
51,0,8,4,4020,314,40,1,7,0
31,5,15,0,4230,314,30,1,7,0
38,5,8,0,6260,314,72,0,7,0
34,5,8,0,6260,314,72,0,7,0
33,4,23,2,2100,22,40,1,0,1
40,4,19,0,9825,36,50,0,0,1
36,1,21,0,2014,17,50,1,0,0
47,2,20,0,810,22,40,0,0,1
45,0,23,0,3050,22,40,1,0,1
45,1,17,0,5740,17,40,1,0,0
47,2,15,0,3720,22,96,0,0,1
39,6,19,0,4920,22,80,0,0,1
30,0,20,0,705,22,40,1,0,0
31,1,20,0,3230,28,40,1,0,0
31,4,20,0,3322,22,50,0,0,1
27,0,19,4,3310,48,40,1,0,0
44,0,14,2,6355,22,50,0,0,0
58,2,15,0,8620,22,40,0,0,1
54,0,12,0,4230,22,33,1,0,0
20,0,15,4,4020,22,33,1,0,0
58,0,15,2,6260,28,40,0,1,0
19,0,15,4,4720,22,25,1,1,0
42,0,16,4,4510,22,40,1,8,0
38,2,15,4,4251,22,40,0,1,0
61,5,15,2,5240,31,40,1,0,1
74,6,22,0,2100,22,50,0,0,1
55,6,20,0,4700,22,50,1,0,0
34,4,20,4,1021,17,40,0,0,0
72,5,15,3,9130,28,50,0,1,1
43,2,15,4,4251,22,32,0,1,0
40,3,20,4,5860,22,40,1,1,0
30,1,17,0,630,22,40,0,0,0
29,0,17,0,8760,22,40,1,0,0
61,2,20,2,2545,22,38,1,1,0
40,0,20,4,3255,22,36,1,1,1
58,0,15,1,4230,22,40,1,1,0
53,0,11,0,4230,22,15,1,0,0
26,2,15,4,3870,22,40,1,0,1
24,0,15,4,9645,22,40,0,2,0
25,2,20,0,3230,22,40,1,0,1
26,0,20,0,4850,22,40,0,0,1
72,1,20,2,2004,22,40,1,1,0
34,0,20,0,3255,22,40,0,0,1
51,1,22,0,3100,22,80,0,0,1
52,6,21,0,2600,22,30,1,0,0
43,2,21,0,2310,22,40,1,1,1
43,5,20,0,705,22,40,0,1,0
57,1,20,2,2310,22,36,1,0,1
24,0,16,4,6400,22,60,0,0,1
33,0,18,0,6050,48,40,1,0,0
35,0,15,0,5510,22,60,0,0,0
57,0,19,0,5120,24,37,1,0,0
61,0,20,0,7640,22,40,0,0,1
35,2,20,0,2300,22,40,1,0,0
37,6,21,0,800,22,40,0,0,1
35,0,16,4,7200,22,40,0,1,0
43,0,20,0,5240,22,30,0,1,0
21,0,15,4,6442,22,40,0,0,0
22,0,19,4,4600,22,40,1,0,0
46,0,21,0,3230,22,40,1,0,1
48,0,17,0,1520,22,60,0,0,1
19,0,13,4,4840,22,40,0,0,0
61,3,20,0,800,139,40,1,1,1
60,0,20,0,7000,22,45,0,1,0
22,0,20,0,3401,22,24,1,1,0
41,6,20,0,4920,22,50,1,0,0
39,0,20,0,4621,48,25,1,8,0
27,0,15,0,1935,22,40,0,0,1
28,1,0,4,4700,22,40,1,0,0
67,0,15,4,4220,22,30,0,0,0
27,0,18,0,7200,28,40,0,0,0
63,0,19,2,5120,28,35,1,0,0
28,0,15,4,6355,22,40,0,0,0
28,0,15,4,5740,8,40,0,0,0
58,0,10,0,9310,22,60,0,2,0
45,0,15,4,1900,22,40,1,1,1
23,0,15,4,4720,48,35,1,1,0
54,0,12,2,6230,12,24,0,0,0
61,2,21,0,2555,22,15,1,0,1
64,1,15,0,4220,35,25,0,0,0
83,5,20,1,10,22,2,1,0,0
54,0,21,1,1350,233,40,1,5,1
46,3,20,3,2205,233,20,1,5,0
52,2,21,4,2310,233,40,1,5,1
65,3,20,0,2545,22,25,1,1,0
56,5,20,2,2861,364,15,1,8,1
57,0,20,0,440,22,50,0,0,1
49,1,19,0,2050,22,30,1,0,0
59,0,20,0,8740,22,40,0,0,1
17,0,13,4,6600,22,35,0,0,0
36,0,18,0,1460,22,99,0,0,1
41,0,15,4,6530,22,60,0,1,0
46,0,18,0,7340,22,50,0,0,1
42,0,13,4,4700,22,41,0,0,0
56,0,2,0,9620,25,16,1,0,1
50,0,14,0,9130,22,50,0,0,0
52,4,20,4,3330,48,40,1,0,1
47,0,19,4,120,22,50,1,0,1
45,0,15,1,3602,22,8,1,1,0
24,0,19,4,4760,22,60,0,1,0
63,0,17,2,4010,22,40,0,1,0
30,0,15,0,1555,22,70,0,1,0
54,0,15,2,5400,22,40,1,0,0
58,2,15,4,9720,22,40,0,1,0
53,1,21,4,2040,28,50,1,0,1
49,2,21,2,440,22,40,0,0,1
46,5,17,2,8140,22,60,0,0,1
18,0,15,4,9610,22,20,0,0,0
33,1,21,0,2040,36,40,1,0,1
34,1,20,0,2310,11,45,1,0,1
60,0,15,0,220,22,84,0,0,1
61,0,20,2,4760,22,45,1,0,1
56,0,15,3,6230,48,46,0,0,1
62,0,15,1,4760,22,40,1,1,0
54,0,18,1,3602,22,56,0,1,0
60,1,20,0,2040,22,40,0,0,1
52,0,20,0,2310,28,40,1,0,0
34,0,19,0,6800,5,50,0,0,1
70,0,15,1,9610,22,40,0,0,1
40,1,22,0,3090,24,40,1,0,1
41,1,21,0,420,22,50,0,0,1
64,2,15,1,5740,22,35,1,0,0
41,0,21,4,2910,22,50,1,0,0
20,0,15,4,4020,22,44,0,0,0
73,0,17,1,3500,48,36,1,1,1
69,0,15,1,6260,42,45,0,0,0
70,4,15,1,7315,40,40,0,0,1
78,2,15,2,5400,22,35,1,0,1
67,0,18,2,3603,34,40,1,1,0
58,0,19,0,3255,22,50,1,0,1
22,0,20,4,3255,22,20,1,0,0
55,0,17,2,2360,22,40,1,0,1
46,2,21,4,3230,22,35,1,0,1
45,6,23,4,2205,22,45,0,1,1
29,0,15,4,3603,22,26,1,1,0
40,2,20,0,3602,22,36,1,1,0
35,1,21,2,2050,22,40,1,8,0
73,3,21,0,2205,139,40,1,0,1
53,1,15,0,440,22,48,1,0,0
76,0,20,1,4920,28,8,1,1,0
55,0,15,2,9620,22,35,0,1,0
59,0,17,0,7700,22,50,0,0,1
51,0,18,0,1050,72,45,1,0,1
24,0,18,4,5400,22,40,1,0,0
22,0,19,4,6260,22,40,0,0,0
40,0,18,4,3640,1,32,1,1,0
58,2,17,2,9005,28,35,0,1,0
42,0,0,4,410,22,40,1,1,0
47,0,15,4,3601,22,60,1,1,0
58,0,15,0,6355,22,40,0,0,0
51,0,15,0,3740,22,40,1,0,0
55,1,17,0,5000,22,40,1,1,1
59,0,17,0,6355,22,40,0,1,1
27,0,21,4,2205,1,40,1,0,0
73,0,19,0,8740,48,80,0,4,1
63,0,18,4,4020,22,20,0,0,0
46,0,15,0,5740,22,40,1,0,0
40,0,23,0,150,22,40,0,0,0
30,1,22,0,3090,22,70,1,0,1
34,1,22,0,3090,22,60,0,0,1
27,0,20,0,1350,22,50,0,0,1
27,0,21,0,1530,22,45,1,0,1
33,2,16,0,2545,22,40,1,0,0
31,2,20,0,2330,22,90,0,0,0
50,4,20,0,3820,51,50,0,0,1
50,4,20,0,3820,22,50,1,7,1
52,0,18,4,1006,22,45,1,0,1
31,0,20,4,4720,22,25,1,1,0
34,0,19,4,9620,22,30,0,1,0
35,4,15,0,9800,45,60,0,0,1
33,0,20,0,5120,315,40,1,7,0
25,5,18,4,4510,22,40,1,0,0
23,0,15,4,310,22,40,0,0,0
28,0,19,4,5400,22,40,1,0,0
30,3,23,4,2205,42,45,1,0,0
38,0,20,0,2310,22,40,1,1,0
45,0,21,0,2310,22,40,0,1,0
38,0,21,0,845,138,45,0,0,1
38,1,21,0,2555,25,45,1,0,1
62,1,19,0,3255,22,36,0,0,1
56,0,15,0,335,48,40,0,0,1
53,0,0,0,4700,1,40,1,0,0
58,6,18,0,1050,22,45,0,1,1
56,2,15,0,10,22,40,1,1,1
22,2,15,0,3655,22,45,1,8,0
23,0,15,0,4110,22,20,0,1,0
51,0,15,0,2640,22,70,0,0,1
56,5,15,0,4700,139,35,1,0,0
55,6,15,0,220,22,50,0,0,1
54,6,15,0,440,47,40,1,0,0
59,0,18,2,6442,34,40,0,0,0
52,0,18,4,4720,26,16,1,0,0
21,4,18,4,3740,17,40,0,0,0
21,4,15,4,6600,34,12,0,0,0
21,0,18,4,205,36,5,0,0,0
23,0,20,4,6260,22,20,0,0,0
44,0,15,0,8530,22,40,0,0,1
53,0,15,3,4230,22,35,1,1,0
38,0,18,2,4810,22,40,0,1,0
74,0,15,2,4720,22,32,1,1,1
41,0,20,0,5940,22,40,1,0,0
28,0,18,0,5860,12,37,1,0,1
45,0,19,4,800,22,40,1,1,0
33,0,17,3,4220,22,45,0,0,0
66,6,21,0,9130,28,60,0,0,1
65,6,19,0,5120,28,15,1,0,0
40,0,17,0,220,5,60,0,0,1
42,0,20,0,3150,22,35,1,0,1
45,0,19,0,8030,22,40,0,0,1
43,4,18,4,3545,36,40,0,1,1
54,0,15,0,5400,22,34,1,0,0
58,0,18,0,9130,48,50,0,0,1
62,0,18,0,3930,22,40,0,0,1
60,0,15,0,9645,22,40,1,0,0
56,4,20,0,1022,1,40,0,0,1
54,1,21,0,3255,48,40,1,0,1
46,5,15,0,6442,22,40,0,0,0
67,0,16,0,5610,28,24,0,1,0
67,0,18,0,3255,28,40,1,1,1
56,0,17,0,4920,48,40,1,0,1
58,3,21,0,2330,48,40,0,0,1
52,0,15,0,440,22,40,0,0,1
49,0,20,0,5810,22,40,1,0,0
28,0,19,2,5400,22,38,1,0,0
34,0,16,4,8225,22,32,1,0,0
33,0,18,4,6410,34,35,0,0,1
58,2,15,0,7000,22,50,0,0,1
24,0,20,4,5940,22,40,1,0,0
51,2,18,0,5740,22,40,1,0,0
54,2,20,0,9122,22,40,0,0,0
61,3,15,0,7020,22,40,0,0,0
38,1,15,4,8950,22,40,1,0,0
33,1,15,4,9620,22,40,0,0,0
58,3,21,0,2310,22,40,1,1,1
60,6,21,0,410,42,25,1,0,1
46,0,21,0,800,22,45,1,0,1
46,1,21,0,3255,22,40,0,0,1
22,1,20,4,3255,22,36,1,0,0
55,0,18,3,9005,17,40,0,0,0
49,0,17,4,220,22,40,1,0,0
48,0,20,0,5860,22,40,1,1,0
44,0,11,0,4055,22,40,0,1,0
47,0,13,0,4230,22,40,1,1,0
51,0,13,0,4220,22,40,0,1,0
25,0,15,4,4600,22,30,1,1,0
75,0,7,0,1980,22,48,0,0,1
72,6,18,0,8810,1,3,0,0,1
58,2,18,1,4030,22,20,1,1,0
60,3,20,1,2310,22,8,1,0,1
67,0,20,0,800,22,10,0,0,1
65,0,19,0,5740,22,20,1,0,0
67,0,17,0,5940,110,32,1,0,0
69,2,14,0,9720,22,24,0,0,1
53,0,15,4,4020,22,40,1,1,0
21,0,14,4,4220,22,40,0,1,0
37,0,20,0,220,22,40,0,0,1
36,0,20,0,410,22,40,1,0,1
56,0,15,2,9610,22,45,0,1,0
53,0,18,2,7260,22,40,0,1,0
69,0,9,0,4600,22,40,1,4,0
68,1,15,0,4220,17,40,0,0,0
71,0,20,0,4920,26,40,1,0,1
58,0,21,0,2350,22,40,0,0,0
63,1,20,0,2060,22,40,1,1,0
40,0,17,2,9130,22,40,0,1,0
66,0,15,0,8610,22,40,0,1,0
28,0,20,4,440,163,50,0,0,1
29,0,15,4,3602,314,40,1,7,0
54,0,18,0,7700,22,45,0,1,1
51,2,20,0,2320,22,52,1,1,1
22,1,20,4,5400,22,30,1,1,0
36,0,18,4,6230,22,40,0,0,0
36,0,10,4,20,26,40,1,8,0
37,5,20,0,4710,48,40,0,0,1
61,0,15,2,2632,22,40,1,8,0
65,6,16,4,2100,22,45,0,8,1
47,3,19,4,3255,22,40,1,1,1
29,3,18,4,3500,22,40,1,1,0
22,0,17,4,3930,22,32,0,1,0
42,0,21,0,800,22,40,1,1,1
49,0,15,0,7700,22,70,0,1,1
30,0,23,0,3256,22,40,0,0,1
30,2,20,0,2310,22,40,1,0,0
52,2,21,4,2300,22,45,1,1,1
51,2,15,0,4020,22,40,1,0,0
68,0,15,0,9130,22,50,0,1,1
61,6,21,2,3601,22,40,1,0,1
62,0,15,0,3602,28,25,1,0,0
47,0,21,0,3255,48,25,1,0,1
44,0,19,0,440,22,40,0,0,1
65,0,19,0,10,22,40,1,0,1
69,0,19,0,10,21,40,0,0,1
32,0,18,0,4210,22,55,0,0,1
31,0,18,0,3500,22,40,1,0,0
47,0,15,2,5420,22,40,1,0,0
29,4,18,0,9810,28,45,1,8,1
24,0,15,0,4700,42,45,1,0,0
35,0,17,2,5740,22,40,1,0,0
60,3,19,4,1555,51,40,1,0,1
61,0,15,0,4230,22,40,1,0,0
57,0,15,0,7340,22,40,0,0,0
69,0,15,4,3602,22,32,1,1,0
27,1,23,4,2205,207,40,0,5,0
32,1,21,4,2205,207,40,0,5,0
62,6,15,0,6260,22,40,0,0,0
44,1,18,3,2013,22,40,1,1,0
24,0,18,4,3649,22,40,1,1,0
23,0,15,4,5240,22,40,0,1,0
47,6,15,0,4600,22,50,1,0,0
46,0,16,0,9620,22,55,0,0,1
83,4,17,1,5940,8,27,1,0,0
60,0,15,0,5860,22,40,1,0,1
56,0,16,4,4700,22,40,0,0,0
43,0,20,0,440,22,45,1,0,1
46,0,20,0,440,22,45,0,0,1
72,1,18,0,2752,22,4,1,0,0
40,0,20,0,440,26,42,1,0,1
51,0,21,0,1108,42,50,0,0,1
53,0,15,0,5940,22,40,1,0,1
46,2,18,0,3720,22,40,0,0,1
47,1,19,2,2060,22,35,0,0,1
50,3,17,4,3602,22,30,1,1,0
79,0,19,4,5860,22,40,1,0,1
41,0,19,0,20,22,45,0,0,1
41,0,15,2,8740,22,40,0,0,0
72,0,15,0,9130,20,35,0,0,1
45,2,23,0,230,22,35,1,0,1
45,0,17,0,2640,22,40,0,0,1
19,0,15,4,3605,22,20,1,0,0
41,2,21,4,230,22,40,0,1,1
29,0,15,4,4055,22,35,1,1,0
51,2,20,2,2310,22,8,1,8,1
76,5,15,1,4230,22,1,1,1,0
40,5,15,0,340,210,40,0,5,1
38,5,20,0,5400,210,40,1,5,0
58,0,14,0,9510,22,84,0,0,1
23,0,16,4,5240,22,5,1,0,0
52,0,15,2,5740,22,60,1,0,1
26,2,17,4,2545,22,40,1,0,0
21,0,15,4,6800,22,5,0,0,0
34,1,18,0,1108,24,60,0,0,1
31,0,18,0,1021,24,45,1,0,0
52,6,22,4,440,51,40,1,0,1
23,4,15,0,9800,40,50,0,0,0
24,1,18,4,3255,22,35,1,0,0
22,5,14,4,6230,303,40,0,0,0
47,0,6,0,10,22,50,1,8,1
22,0,14,4,630,22,40,1,8,0
18,0,13,4,4720,22,6,1,8,0
34,0,18,0,6355,110,40,0,1,1
61,3,17,2,3601,22,30,1,1,0
57,1,20,4,5740,22,2,1,1,0
38,0,18,0,4760,22,40,0,0,0
23,4,18,0,9825,39,55,0,0,0
23,1,19,0,4000,39,40,1,7,0
60,1,21,0,3255,47,38,0,0,1
54,3,19,2,7315,22,55,0,1,1
39,6,22,0,2100,22,50,0,0,1
37,1,21,0,3258,22,32,1,0,1
66,2,21,0,4622,22,40,0,0,1
53,0,18,0,6410,22,84,0,1,0
30,0,18,4,1240,6,40,0,5,1
36,5,13,0,4230,332,2,1,0,0
64,4,14,4,4220,22,80,1,1,0
63,0,17,0,440,39,24,1,0,0
62,0,18,0,4251,54,40,0,0,0
75,0,18,0,5740,22,40,1,0,1
45,0,15,0,2350,22,25,1,1,0
47,0,18,0,6520,22,45,0,1,1
17,1,13,4,4500,22,10,0,1,0
60,3,15,0,3930,22,40,1,1,0
24,0,19,0,1021,22,42,0,0,0
24,2,21,0,2435,9,40,1,0,0
40,0,15,4,3421,22,40,1,0,0
38,0,19,2,4760,22,40,1,0,1
27,0,19,4,1545,22,40,0,0,0
25,3,19,4,3602,22,1,0,0,0
36,6,15,4,3323,22,40,1,1,1
43,0,16,4,4110,22,45,1,0,0
55,0,19,2,5120,22,4,1,0,0
67,0,12,2,9130,22,50,0,0,1
53,0,21,0,1530,40,40,0,0,1
61,0,19,0,220,36,50,0,0,1
66,1,15,0,5740,22,28,1,0,0
40,0,15,4,3421,22,40,1,0,0
32,0,17,4,4230,22,40,1,1,0
38,0,15,0,6305,22,40,0,1,0
38,0,15,0,2400,22,40,1,1,0
37,0,21,0,850,22,30,0,0,1
37,5,20,0,440,22,35,1,0,0
30,2,17,0,5320,22,6,1,1,0
40,2,20,4,440,10,40,0,0,1
40,0,20,1,4850,22,40,1,8,1
55,2,18,2,230,22,40,1,1,1
35,0,20,4,1520,48,60,0,0,1
60,3,21,4,3870,48,50,1,0,1
46,6,18,0,440,22,45,0,0,0
33,6,15,2,9130,28,40,0,0,1
56,1,21,0,420,22,37,0,0,1
57,0,18,0,2145,22,55,1,0,1
26,0,15,0,7210,22,40,0,0,1
69,2,20,0,9150,22,40,0,1,1
54,0,19,0,9645,22,40,1,0,0
51,0,16,0,6305,48,40,0,0,1
50,0,21,2,4850,373,60,1,0,0
50,0,21,4,2006,29,40,0,0,0
30,0,0,3,20,6,40,0,0,1
67,6,22,0,3250,22,10,1,0,0
63,6,15,0,10,22,40,0,0,1
28,1,20,4,2810,47,40,0,0,0
26,0,20,4,2810,22,45,1,0,0
55,0,20,0,1350,21,45,0,0,1
57,0,17,0,5740,42,24,1,0,0
23,0,20,4,3646,22,25,1,0,0
24,2,17,0,2545,22,40,1,8,0
25,2,17,0,4760,22,55,0,1,1
61,0,15,0,102,22,40,0,0,1
32,0,22,4,3050,22,28,0,0,1
58,0,16,0,6305,22,40,0,0,0
43,0,13,4,9130,22,40,0,1,0
35,0,15,4,9130,37,40,0,1,1
55,0,17,0,7340,22,40,0,0,1
23,1,21,4,1006,29,40,0,0,1
25,0,21,4,4110,29,30,1,0,0
73,0,19,1,4700,39,50,0,0,0
59,0,15,0,9130,22,70,0,0,0
57,0,17,0,9130,29,70,1,0,1
43,0,20,4,5740,22,40,1,0,0
26,3,21,4,2205,22,40,1,0,0
39,1,20,4,440,22,50,1,0,1
40,3,20,4,1050,22,40,0,0,1
67,1,21,0,3245,20,40,0,0,1
46,1,21,0,2310,29,45,1,0,1
24,0,18,4,4055,22,35,0,0,0
66,1,23,0,2040,28,40,0,0,1
69,0,21,0,2205,28,40,1,0,1
55,5,15,0,4850,22,25,0,0,1
63,0,22,0,3090,51,50,1,0,1
31,0,19,0,440,22,35,1,0,0
33,0,19,0,1430,22,40,0,0,1
32,0,18,0,4010,303,46,0,7,1
28,2,17,0,2310,22,40,1,0,0
78,2,16,2,2722,22,20,0,1,1
23,1,20,4,51,22,40,1,0,0
20,3,18,4,4600,22,9,1,0,0
22,1,18,4,1970,22,25,1,0,0
58,2,21,0,2320,31,40,1,0,1
28,4,17,4,1108,22,4,0,0,0
25,2,18,4,2320,22,20,0,0,0
34,0,16,4,725,22,40,0,0,1
37,1,23,4,3256,17,40,1,0,1
32,3,20,0,3255,22,40,1,0,1
38,0,19,0,7700,22,40,0,0,1
68,5,0,0,8810,22,40,0,0,1
59,0,9,0,6200,22,99,0,0,1
58,0,15,0,5160,22,26,1,0,0
35,0,20,4,1410,22,40,0,0,1
53,0,12,4,4760,22,84,0,0,0
54,0,15,4,4020,22,40,1,1,0
58,6,20,0,440,22,40,1,0,1
58,6,19,0,10,22,40,0,0,1
63,0,15,2,4760,5,50,0,0,1
58,0,15,0,20,22,40,0,0,1
42,0,15,0,4110,22,40,0,1,0
59,1,20,0,2722,22,6,1,8,1
62,0,15,0,52,22,45,0,0,1
25,2,20,4,2320,22,7,1,8,0
48,0,19,0,5740,28,40,1,0,0
49,0,15,0,1555,22,48,0,0,0
32,5,17,4,2850,31,20,1,0,1
27,0,17,4,1555,22,40,1,0,0
26,0,15,4,5510,22,37,0,0,0
37,3,18,4,3930,22,60,0,0,1
20,0,20,4,4000,362,40,0,8,0
29,0,20,0,4000,362,40,1,8,0
24,0,20,4,4110,329,40,1,8,0
61,5,18,4,7200,22,40,0,0,0
61,0,10,4,4720,22,40,1,0,0
30,0,18,0,7430,22,40,0,0,1
26,0,17,0,3645,22,40,1,8,0
46,0,15,0,440,22,45,0,0,0
47,4,20,0,750,6,40,0,0,1
47,2,21,0,2320,22,40,1,0,0
21,0,18,4,3500,12,32,1,0,0
60,0,20,0,9645,22,40,0,0,0
50,0,20,0,120,22,40,1,0,1
42,0,15,0,7330,22,67,0,2,1
61,3,22,0,3090,243,80,0,0,1
64,0,15,2,6230,22,50,0,0,1
60,0,13,3,6230,8,40,0,1,0
33,0,19,4,3515,22,40,1,1,1
53,0,15,0,650,22,40,1,0,0
57,0,17,0,5600,22,40,0,0,1
38,3,18,0,5860,22,40,1,0,0
59,0,15,0,4435,22,30,0,0,0
58,2,15,0,5310,22,40,1,0,0
29,0,20,0,3255,22,36,1,0,1
36,0,15,0,440,48,50,0,0,1
23,0,15,4,4760,440,40,1,1,0
28,0,15,4,4140,22,40,0,1,0
63,0,21,1,710,22,40,1,0,1
26,6,18,2,725,22,20,1,0,0
24,4,15,4,5740,22,32,0,1,0
54,0,15,0,9265,51,40,0,0,1
24,0,15,4,7315,22,40,0,0,0
62,5,20,0,205,26,80,0,0,0
62,5,20,0,205,9,30,1,0,1
29,0,21,4,2722,5,60,1,0,0
71,0,20,0,4900,29,20,0,0,0
65,5,14,4,4510,247,10,1,5,0
27,0,15,0,6355,49,60,0,0,1
32,0,17,0,3550,22,30,1,1,0
35,0,15,0,9130,22,48,0,1,0
35,2,21,0,2320,22,35,1,0,0
36,0,20,0,20,22,40,0,1,1
27,0,20,4,1520,22,40,0,0,1
26,0,18,2,4810,22,40,1,0,1
57,4,19,0,2105,22,40,1,0,1
31,0,18,0,10,22,40,0,0,1
31,0,20,0,3255,48,60,1,0,1
28,0,19,4,4760,22,40,0,0,0
21,0,15,4,2722,22,30,1,0,0
20,0,18,4,4220,22,25,0,1,0
32,0,15,4,4700,22,45,1,1,0
48,0,15,0,9130,51,70,0,0,1
36,0,18,0,1555,22,40,0,0,0
63,0,20,0,5240,22,29,1,0,0
54,0,15,2,1350,1,60,0,0,1
53,2,20,2,2310,22,48,1,0,1
66,3,15,0,2545,22,37,1,1,0
24,0,15,3,5240,1,24,1,1,0
22,0,7,4,6355,22,40,0,5,0
40,1,21,0,230,22,8,1,0,1
42,0,23,0,2100,301,8,0,0,1
21,0,15,4,4020,1,42,1,0,0
23,1,12,4,2920,22,40,0,8,0
29,0,20,0,1530,22,40,0,0,1
30,0,20,0,3255,22,16,1,0,0
29,4,20,0,9825,53,60,0,0,1
27,0,17,0,4920,22,8,1,0,0
37,2,18,4,5400,22,40,1,1,0
29,0,21,0,1360,210,40,0,5,1
29,0,21,0,710,210,40,1,5,1
60,4,15,0,5550,36,40,0,0,1
52,0,22,0,3090,22,50,0,0,1
50,1,20,0,3160,22,16,1,0,0
17,0,13,4,4600,22,20,1,0,0
21,0,18,4,9645,22,40,1,1,0
52,4,20,0,1980,22,60,0,8,1
48,1,23,0,2205,22,60,1,0,1
25,0,20,4,8630,22,50,0,0,1
25,0,20,4,2840,22,10,1,0,0
56,0,15,0,7700,22,48,0,1,1
33,0,18,0,7100,22,40,0,0,1
29,0,20,0,2310,22,40,1,0,0
21,0,15,4,9620,22,40,0,0,0
19,0,15,4,9620,22,40,0,0,0
54,0,17,3,136,22,40,1,1,1
29,0,19,0,4810,22,40,1,0,1
30,0,19,0,7430,22,40,0,0,1
39,2,18,0,2310,26,40,1,0,0
40,0,15,0,440,26,40,0,0,1
54,0,20,0,440,22,44,0,0,1
52,4,20,0,2360,42,45,1,0,1
18,0,15,4,3960,22,32,1,0,0
39,0,21,0,2320,22,40,1,0,0
40,0,22,0,2100,22,50,0,0,1
25,0,21,4,2310,22,40,1,0,0
48,2,9,2,2300,22,8,1,0,0
58,0,14,2,9130,22,40,0,1,0
51,2,20,0,2310,22,30,1,0,1
50,0,22,0,2100,22,40,0,0,1
17,0,12,4,4150,22,10,1,0,0
46,1,20,0,3255,22,40,1,1,1
29,1,17,4,9300,22,70,0,1,0
38,0,19,4,2634,22,40,0,0,0
42,0,14,0,9510,22,55,0,0,1
17,0,12,4,4720,22,15,1,0,0
37,1,0,0,420,247,40,1,5,1
36,2,18,0,2722,22,40,0,1,0
54,0,17,2,5740,22,40,1,0,1
24,0,20,4,1021,22,40,0,0,1
66,0,16,0,310,22,40,1,1,0
33,0,15,0,3630,22,30,0,0,0
29,0,20,0,120,22,40,1,0,1
27,2,21,0,2330,66,40,1,8,0
33,0,22,0,2100,22,30,1,0,0
35,0,22,0,2100,22,25,0,0,1
